,Season,TeamName,SOS
335,2001,Temple,9.77
336,2001,Cincinnati,7.84
337,2001,Iowa St,4.87
338,2001,Ohio State,8.17
339,2001,Fresno St,5.14
340,2001,Oklahoma,5.48
341,2001,Tennessee,10.28
342,2001,Mississippi,9.2
343,2001,Wisconsin,12.08
344,2001,California,9.08
345,2001,Purdue,9.23
346,2001,Georgia Tech,11.78
347,2001,Notre Dame,5.68
348,2001,Texas,8.89
349,2001,Charlotte,7.91
350,2001,Iowa,10.7
351,2001,Alabama,6.27
352,2001,Providence,5.44
353,2001,Tulsa,5.12
354,2001,Memphis,7.09
355,2001,Mississippi St,8.69
356,2001,St Joseph's  PA,4.45
357,2001,Georgia,12.71
358,2001,Gonzaga,0.32
359,2001,Butler,3.98
360,2001,Penn St,10.54
361,2001,Creighton,3
362,2001,NC State,10.8
363,2001,Xavier,4.59
364,2001,Georgetown,1.58
365,2001,TCU,1.79
366,2001,Auburn,7.14
367,2001,Syracuse,5.82
368,2001,Colorado,5.65
369,2001,Arizona St,8.99
370,2001,Southern Miss,4.5
371,2001,BYU,3.47
372,2001,Oklahoma St,4.7
373,2001,Missouri,9.19
374,2001,LSU,7.58
375,2001,South Florida,5.49
376,2001,Utah,6.14
377,2001,Connecticut,5.43
378,2001,St Louis,5.9
379,2001,South Carolina,9.03
380,2001,Utah St,-1.5
381,2001,Pepperdine,1.77
382,2001,Dayton,6.14
383,2001,Minnesota,9.47
384,2001,Richmond,-0.09
385,2001,St John's,8.27
386,2001,Wyoming,3.86
387,2001,Oregon,7.9
388,2001,Kent,1.44
389,2001,WKU,-1.65
390,2001,Vanderbilt,8.93
391,2001,G Washington,6.3
392,2001,Villanova,6.45
393,2001,Nebraska,7.28
394,2001,Massachusetts,8.05
395,2001,SMU,3.95
396,2001,Detroit,2.44
397,2001,UTEP,3.04
398,2001,St Bonaventure,4.54
399,2001,Miami FL,4.92
400,2001,Baylor,2.6
401,2001,Pittsburgh,5.19
402,2001,Toledo,1.44
403,2001,New Mexico,5.27
404,2001,Indiana St,2.5
405,2001,Hawaii,7.25
406,2001,Marquette,6.61
407,2001,Alabama-Birmingham,4.08
408,2001,Seton Hall,6.03
409,2001,Illinois St,0.56
410,2001,CS Northridge,0.24
411,2001,Colorado St,2.33
412,2001,Marshall,0.81
413,2001,DePaul,8.02
414,2001,Georgia St,-3.72
415,2001,George Mason,-0.35
416,2001,Hofstra,-5.47
417,2001,Ohio,1.51
418,2001,Rutgers,5.23
419,2001,Miami OH,2.54
420,2001,UNLV,5.04
421,2001,San Diego,0.27
422,2001,Oregon St,8.8
423,2001,San Jose St,5.56
424,2001,Kansas St,8.4
425,2001,Washington St,7.04
426,2001,West Virginia,3.95
427,2001,Northwestern,7.88
428,2001,Valparaiso,-2.8
429,2001,Michigan,11.39
430,2001,Florida St,10.99
431,2001,Bradley,1.75
432,2001,Ball St,0.3
433,2001,Southern Utah,-3.42
434,2001,Santa Clara,2.84
435,2001,WI Milwaukee,2.16
436,2001,Louisville,8.67
437,2001,Clemson,8.31
438,2001,UNC Wilmington,-0.57
439,2001,S Illinois,2.28
440,2001,Rice,3.71
441,2001,San Diego St,2.71
442,2001,La Salle,4.79
443,2001,UC Irvine,-2.58
444,2001,Cleveland St,1.56
445,2001,Bowling Green,1.4
446,2001,Delaware,-6.04
447,2001,South Alabama,-0.91
448,2001,Col Charleston ,-4.56
449,2001,Wright St,-1.09
450,2001,New Mexico St,-2.57
451,2001,E Illinois,-2.46
452,2001,C Michigan,0.02
453,2001,Drake,-0.21
454,2001,Nevada,4.09
455,2001,Siena,-3.27
456,2001,Pacific,-1.07
457,2001,Fordham,5.32
458,2001,Louisiana,-0.46
459,2001,Missouri St,2.19
460,2001,Iona,-4.09
461,2001,VA Commonwealth,-0.27
462,2001,Texas Tech,5.49
463,2001,E Washington,-0.76
464,2001,IL Chicago,3.55
465,2001,Washington,10.11
466,2001,Old Dominion,1.23
467,2001,Holy Cross,-5.84
468,2001,Austin Peay,-3.26
469,2001,Tennessee Tech,-3.4
470,2001,Boise St,-0.21
471,2001,Ark Little Rock,-3.63
472,2001,Manhattan,-3.89
473,2001,Montana St,-2.92
474,2001,Wichita St,2.11
475,2001,Weber St,-0.8
476,2001,Louisiana Tech,-3.87
477,2001,Houston,4.91
478,2001,McNeese St,-8.42
479,2001,Missouri KC,-3.46
480,2001,Navy,-5.67
481,2001,Evansville,1.77
482,2001,Murray St,-1.51
483,2001,Marist,-3.94
484,2001,Long Beach St,-0.1
485,2001,New Orleans,-3.83
486,2001,Idaho State,-1.41
487,2001,Canisius,-4.62
488,2001,Chattanooga,-3.81
489,2001,WI Green Bay,2.56
490,2001,Texas A&M,5.95
491,2001,Northern Arizona,-3.54
492,2001,Princeton,-1.88
493,2001,UC Santa Barbara,-0.75
494,2001,ETSU,-6.12
495,2001,Akron,1.67
496,2001,Penn,-2.73
497,2001,Duquesne,3.96
498,2001,Air Force,1.99
499,2001,SE Missouri St,-5.1
500,2001,Youngstown St,-4.12
501,2001,Hampton,-10.6
502,2001,Winthrop,-7.8
503,2001,Monmouth NJ,-8.85
504,2001,San Francisco,0.81
505,2001,Drexel,-5.43
506,2001,Samford,-6.14
507,2001,Arkansas St,-2.76
508,2001,East Carolina,-3.16
509,2001,Wofford,-1.97
510,2001,Rider,-4.97
511,2001,Maine,-6.51
512,2001,Montana,-2.06
513,2001,Troy,-5.89
514,2001,Niagara,-3.62
515,2001,UNC Greensboro ,-5.85
516,2001,James Madison,-1.85
517,2001,Northern Iowa,2.23
518,2001,IUPUI,-3.37
519,2001,Boston Univ,-5.84
520,2001,Virginia Tech,3.81
521,2001,UMBC,-9.66
522,2001,Portland,0.53
523,2001,William & Mary,-2.42
524,2001,Tulane,4.89
525,2001,St Francis NY,-8.62
526,2001,Jacksonville,-8.31
527,2001,Wagner,-9.86
528,2001,Stetson,-7.99
529,2001,Oakland,-1.04
530,2001,Rhode Island,4.28
531,2001,UTRGV,-2.42
532,2001,Fairfield,-3.51
533,2001,Ga Southern,-5.5
534,2001,Loyola-Chicago,0.92
535,2001,Loy Marymount,-0.23
536,2001,Harvard,-8.51
537,2001,Citadel,-6
538,2001,W Michigan,0.4
539,2001,Denver,-1.3
540,2001,S Carolina St,-7.8
541,2001,Tennessee St,-3.25
542,2001,Radford,-7.78
543,2001,Furman,-6.02
544,2001,Mercer,-5.53
545,2001,Sam Houston St,-9.23
546,2001,Cal Poly SLO,-1.33
547,2001,Morehead St,-4.22
548,2001,Davidson,-3.65
549,2001,Central Conn,-10.18
550,2001,Lafayette,-7.45
551,2001,Alabama St,-13.61
552,2001,Brown,-6.78
553,2001,Buffalo,0.7
554,2001,Florida Intl,-0.7
555,2001,MS Valley St,-12.72
556,2001,UT San Antonio,-7.76
557,2001,Stony Brook,-6.81
558,2001,UCF,-5.26
559,2001,Yale,-5.75
560,2001,Portland St,-1.22
561,2001,Belmont,-5.45
562,2001,UNC Asheville,-7.67
563,2001,TN Martin,-3.37
564,2001,Oral Roberts,-2.63
565,2001,Lehigh,-8.33
566,2001,Vermont,-5.93
567,2001,American Univ,-2.81
568,2001,Columbia,-7.51
569,2001,Towson,-7.67
570,2001,Colgate,-8.13
571,2001,Northwestern LA,-7.82
572,2001,E Michigan,-0.76
573,2001,F Dickinson,-8.45
574,2001,N Illinois,0.68
575,2001,Northeastern,-4.13
576,2001,MTSU,-2.11
577,2001,Alcorn St,-10.78
578,2001,Coppin St,-9.39
579,2001,Appalachian St,-4.24
580,2001,Idaho,-0.02
581,2001,Bucknell,-6.27
582,2001,UT Arlington,-8.86
583,2001,Norfolk St,-7.74
584,2001,Nicholls St,-8.68
585,2001,W Illinois,-1.7
586,2001,Centenary,-1.53
587,2001,VMI,-6.41
588,2001,CS Fullerton,-0.2
589,2001,CS Sacramento,-1.75
590,2001,Coastal Car,-6.62
591,2001,Alabama A&M,-11.79
592,2001,Loyola MD,-4.66
593,2001,Texas St,-8.99
594,2001,E Kentucky,-2.73
595,2001,Liberty,-9.7
596,2001,St Peter's,-2.04
597,2001,SF Austin,-9.7
598,2001,NC A&T,-10.96
599,2001,ULM,-6.95
600,2001,St Francis PA,-8.88
601,2001,Dartmouth,-7.34
602,2001,Cornell,-7.52
603,2001,Long Island,-8.57
604,2001,Jacksonville St,-5.72
605,2001,New Hampshire,-4.91
606,2001,Delaware St,-10.97
607,2001,Chicago St,-1.29
608,2001,W Carolina,-4.35
609,2001,SE Louisiana,-8.58
610,2001,Army,-7.65
611,2001,FL Atlantic,-3.79
612,2001,Robert Morris,-7.3
613,2001,Charleston So,-7.06
614,2001,Southern Univ,-14.44
615,2001,Campbell,-7.36
616,2001,Hartford,-5.79
617,2001,Lamar,-8.94
618,2001,Quinnipiac,-9.43
619,2001,Mt St Mary's,-8.63
620,2001,Morgan St,-10.04
621,2001,North Texas,1.81
622,2001,Bethune-Cookman,-10.37
623,2001,Elon,-9.17
624,2001,MD E Shore,-9.66
625,2001,High Point,-7.98
626,2001,Saint Mary's CA,3.12
627,2001,Jackson St,-10.35
628,2001,Albany NY,-8.67
629,2001,Sacred Heart,-7.85
630,2001,Grambling,-10.18
631,2001,Howard,-10.37
632,2001,TX Southern,-10.92
633,2001,Florida A&M,-10.22
634,2001,Prairie View,-11.11
635,2001,Ark Pine Bluff,-8.23
636,2002,Duke,9.16
637,2002,Cincinnati,6.58
638,2002,Kansas,9.35
639,2002,Maryland,9.38
640,2002,Florida,8.37
641,2002,Oklahoma,7.7
642,2002,Oregon,6.93
643,2002,Illinois,9.94
644,2002,Indiana,12.08
645,2002,Kentucky,11.99
646,2002,Marquette,4.77
647,2002,Stanford,9.03
648,2002,Alabama,7.67
649,2002,Arizona,12.49
650,2002,USC,8.31
651,2002,South Carolina,9.79
652,2002,Ohio State,7.26
653,2002,Connecticut,7.43
654,2002,NC State,8.17
655,2002,Notre Dame,6.17
656,2002,Memphis,4.72
657,2002,Wake Forest,10.28
658,2002,Michigan St,9.6
659,2002,Texas Tech,7.22
660,2002,Pittsburgh,4.55
661,2002,Georgia,9.24
662,2002,Mississippi St,7.33
663,2002,Oklahoma St,6.8
664,2002,Texas,9.98
665,2002,Missouri,6.81
666,2002,Gonzaga,0.74
667,2002,Xavier,4.09
668,2002,Kent,2.1
669,2002,Charlotte,8.68
670,2002,Mississippi,6.85
671,2002,Virginia,7.9
672,2002,Georgetown,4.22
673,2002,UCLA,10.77
674,2002,California,7.45
675,2002,Miami FL,5.52
676,2002,Minnesota,7.05
677,2002,Dayton,3.38
678,2002,Tulsa,2.3
679,2002,Iowa,7.9
680,2002,Arkansas,10.13
681,2002,Louisville,7.35
682,2002,Syracuse,5.9
683,2002,Tennessee,10.93
684,2002,Butler,-0.4
685,2002,Villanova,6.18
686,2002,Utah,5.18
687,2002,Temple,7.61
688,2002,WKU,-0.28
689,2002,LSU,5.82
690,2002,Wisconsin,9.22
691,2002,Hawaii,1.15
692,2002,Arizona St,6.79
693,2002,S Illinois,1.67
694,2002,Valparaiso,-1.24
695,2002,BYU,5.35
696,2002,Boston College,5.91
697,2002,Ball St,3.29
698,2002,Wyoming,2.72
699,2002,Pepperdine,3.36
700,2002,Georgia Tech,8.66
701,2002,Creighton,1.38
702,2002,Purdue,8.57
703,2002,Penn,-1.51
704,2002,South Florida,4.95
705,2002,St John's,6.3
706,2002,UNLV,4.88
707,2002,San Diego St,6.02
708,2002,Bowling Green,1.46
709,2002,Louisiana Tech,2.52
710,2002,St Joseph's  PA,3.33
711,2002,Auburn,7.96
712,2002,St Louis,6.34
713,2002,Fresno St,5.2
714,2002,Vanderbilt,7.58
715,2002,New Mexico,3.86
716,2002,Baylor,5.08
717,2002,Providence,4.54
718,2002,Colorado,4.99
719,2002,UNC Wilmington,-0.09
720,2002,St Bonaventure,3.63
721,2002,Seton Hall,6.65
722,2002,Utah St,-1.7
723,2002,Northwestern,5.09
724,2002,Alabama-Birmingham,2.96
725,2002,UC Santa Barbara,-0.05
726,2002,Richmond,4.21
727,2002,Col Charleston ,-3.13
728,2002,Rutgers,2.91
729,2002,Tennessee Tech,-3.08
730,2002,San Diego,1.56
731,2002,Houston,5.45
732,2002,TCU,4.22
733,2002,Nebraska,6.08
734,2002,Washington,10.1
735,2002,Florida St,9.13
736,2002,WI Milwaukee,0.78
737,2002,SMU,3.58
738,2002,Oregon St,7.92
739,2002,Iowa St,4.89
740,2002,North Carolina,10.52
741,2002,Kansas St,6.77
742,2002,New Mexico St,-0.19
743,2002,Clemson,5.16
744,2002,Michigan,8.17
745,2002,UC Irvine,-0.19
746,2002,Tulane,6.67
747,2002,ETSU,-1.57
748,2002,Colorado St,4.28
749,2002,Oral Roberts,-3.27
750,2002,Ohio,-0.19
751,2002,Pacific,-1.3
752,2002,Massachusetts,4.45
753,2002,Nevada,1.87
754,2002,Ark Little Rock,-2.52
755,2002,Manhattan,-5.39
756,2002,Missouri St,0.02
757,2002,Virginia Tech,3.99
758,2002,Detroit,1.04
759,2002,Louisiana,0.15
760,2002,Arkansas St,-1.98
761,2002,Marist,-5.2
762,2002,IL Chicago,1.42
763,2002,UNC Greensboro ,-2.35
764,2002,Chattanooga,0.56
765,2002,Miami OH,3.68
766,2002,VA Commonwealth,-2.38
767,2002,Wright St,-1.6
768,2002,Montana St,-1.94
769,2002,George Mason,-2.3
770,2002,Wichita St,0.15
771,2002,La Salle,2.64
772,2002,Ga Southern,-0.8
773,2002,Illinois St,1.51
774,2002,W Michigan,-0.42
775,2002,Murray St,-1.94
776,2002,Davidson,0.71
777,2002,DePaul,6.21
778,2002,Oakland,-0.57
779,2002,Loyola-Chicago,-0.54
780,2002,Weber St,-1.94
781,2002,Princeton,-0.41
782,2002,San Francisco,1.11
783,2002,Yale,-5.32
784,2002,Hampton,-8.9
785,2002,Citadel,-2.25
786,2002,McNeese St,-5.8
787,2002,Georgia St,-4.43
788,2002,East Carolina,6.63
789,2002,Missouri KC,-1.8
790,2002,Southern Miss,3.53
791,2002,North Texas,1.14
792,2002,Toledo,0.93
793,2002,Air Force,3.23
794,2002,Central Conn,-9.29
795,2002,UCF,-6.38
796,2002,Northern Iowa,0.9
797,2002,Cal Poly SLO,-1.48
798,2002,UTRGV,-2.24
799,2002,West Virginia,5.89
800,2002,Marshall,1.22
801,2002,Rider,-5.95
802,2002,Delaware,-1.4
803,2002,Old Dominion,-2.18
804,2002,Furman,-1.24
805,2002,Holy Cross,-5.1
806,2002,Boise St,2.09
807,2002,Penn St,7.11
808,2002,UTEP,3.12
809,2002,IUPUI,-0.31
810,2002,E Washington,-1.32
811,2002,Drake,-0.54
812,2002,G Washington,3.5
813,2002,Cleveland St,-1.47
814,2002,Long Beach St,0.91
815,2002,Siena,-3.71
816,2002,Buffalo,-0.48
817,2002,Drexel,-2.41
818,2002,CS Northridge,0.41
819,2002,Rice,1.3
820,2002,Texas A&M,6.91
821,2002,Washington St,6.94
822,2002,Troy,-6.19
823,2002,James Madison,-3.35
824,2002,Morehead St,-3.13
825,2002,N Illinois,-0.86
826,2002,UT San Antonio,-7.84
827,2002,Jacksonville,-5.26
828,2002,MTSU,-0.79
829,2002,Brown,-5.89
830,2002,Bradley,0.73
831,2002,C Michigan,1.33
832,2002,Niagara,-4.68
833,2002,Radford,-6.13
834,2002,Vermont,-10.81
835,2002,Samford,-4.08
836,2002,FL Atlantic,-5.33
837,2002,New Orleans,-1.33
838,2002,Austin Peay,-1.02
839,2002,Montana,-1.71
840,2002,Fordham,3.47
841,2002,WI Green Bay,-0.73
842,2002,Wagner,-9.24
843,2002,Indiana St,1.72
844,2002,Santa Clara,0.38
845,2002,Saint Mary's CA,0.66
846,2002,Boston Univ,-7.81
847,2002,Southern Utah,-1.45
848,2002,Duquesne,3.43
849,2002,Akron,0.36
850,2002,Sam Houston St,-6.39
851,2002,American Univ,-6.2
852,2002,Florida Intl,-0.5
853,2002,ULM,-4.43
854,2002,Northern Arizona,-3.04
855,2002,Rhode Island,3.66
856,2002,Iona,-4.25
857,2002,Fairfield,-4.28
858,2002,San Jose St,1.53
859,2002,Colgate,-7.15
860,2002,Hofstra,-1.39
861,2002,Centenary,-1.48
862,2002,William & Mary,-1.16
863,2002,Columbia,-3.72
864,2002,Lafayette,-6.15
865,2002,Winthrop,-8.21
866,2002,Harvard,-6.1
867,2002,Monmouth NJ,-7.32
868,2002,Wofford,1.13
869,2002,Belmont,-3.39
870,2002,UC Riverside,-0.62
871,2002,Howard,-9.23
872,2002,Portland,1.03
873,2002,South Alabama,-0.25
874,2002,W Illinois,-3.07
875,2002,Loy Marymount,-0.1
876,2002,Appalachian St,-0.65
877,2002,TN Martin,-2.62
878,2002,W Carolina,-3.01
879,2002,Portland St,-1.03
880,2002,E Illinois,-1.71
881,2002,UMBC,-11.62
882,2002,Canisius,-4.83
883,2002,Denver,-1.6
884,2002,Tennessee St,-2.73
885,2002,St Francis NY,-10.83
886,2002,Evansville,0.68
887,2002,Navy,-5.51
888,2002,Texas St,-6.55
889,2002,VMI,0.3
890,2002,Jacksonville St,-6.43
891,2002,Lamar,-7.9
892,2002,Delaware St,-10.54
893,2002,Northwestern LA,-5.56
894,2002,Quinnipiac,-9.85
895,2002,Idaho,-1.24
896,2002,Idaho State,-4.06
897,2002,Bucknell,-7.07
898,2002,SF Austin,-8.32
899,2002,UT Arlington,-6.51
900,2002,SE Missouri St,-3.08
901,2002,UNC Asheville,-6.68
902,2002,S Carolina St,-7.01
903,2002,Alcorn St,-14.18
904,2002,Alabama A&M,-15.81
905,2002,CS Fullerton,-1.06
906,2002,Northeastern,-8.34
